-233.705 112.511 73.4606
380.371 -342.722 44.6065
-194.517 188.096 -12.4884
-203.263 197.484 0.251701
243.155 -169.39 -7.79411
252.571 -202.627 8.39878
-238.92 101.734 64.9549
-217.583 158.303 50.5811
-254.486 160.925 128.024
364.678 -323.468 44.2916
470.85 -392.776 11.9138
262.823 -222.166 23.7691
-95.5919 184.063 -141.786
-179.68 201.099 -74.2849
99.7033 -55.242 -121.804
-290.84 99.272 130.846
467.528 -388.08 16.7785
-213.684 173.502 49.7765
-262.411 80.6295 68.8728
221.261 -150.668 -30.083
-207.471 183.178 46.5185
-192.739 188.659 -11.6581
469.803 -388.284 12.5058
-211.3 175.233 49.3441
-313.394 122.29 135.281
88.1777 -30.0272 -128.986
-124.212 189.003 -140.321
35.7008 11.539 -139.637
-196.127 188.651 -13.0494
-194.116 187.171 -53.9599
-268.65 73.5122 79.4085
-189.788 184.335 -7.81139
-201.153 199.644 0.687141
452.607 -372.576 5.5764
142.207 -89.8176 -102.015
373.065 -336.14 45.2836
-189.198 183.141 -5.96648
471.423 -385.76 13.5232
-210.532 170.941 52.938
264.223 -232.34 33.0912
473.094 -386.688 16.5187
-291.354 100.72 128.817
-61.2269 147.792 -150.458
-289.394 106.442 130.244
245.138 -175.713 -7.50047
-56.2244 141.503 -140.572
468.76 -388.71 20.2284
97.47 -45.7059 -125.275
-59.9365 151.968 -142
-149.242 194.254 -129.118
260.707 -215.093 20.5653
-204.262 200.374 36.4767
-56.4859 143.583 -142.185
-265.505 172.976 121.537
-190.227 182.905 -6.10799
475.033 -390.699 10.4784
-195.537 188.614 -11.5818
-193.585 186.606 -53.0714
38.5053 10.6336 -138.338
113.337 -67.9771 -118.861
-76.5371 179.374 -148.824
369.555 -332.559 42.5509
442.533 -382.13 21.7653
-205.12 199.457 2.8706
463.328 -378.966 7.4824
-257.143 164.407 156.423
-131.361 189.152 -136.496
449.856 -360.755 13.5794
-288.693 99.3458 130.18
-238.9 102.631 66.2979
-288.702 99.9396 128.684
-263.314 161.79 120.961
-290.68 121.903 159.737
-9.30339 88.9761 -144.461
229.658 -159.016 -20.4592
88.0401 -32.6209 -128.999
428.806 -351.555 31.7658
-256.887 164.299 131.236
-263.734 158.472 169.745
-266.291 73.8394 74.2447
-59.5243 142.057 -143.198
-266.852 135.68 185.461
143.72 -87.9503 -99.8562
-290.148 99.4348 129.647
-198.52 179.431 -18.5626
432.954 -350.386 33.9404
475.017 -386.675 12.0123
199.471 -130.619 -61.0433
470.842 -393.251 14.0498
144.074 -89.427 -101.212
-195.828 177.318 -11.0368
459.188 -375.656 15.7425
-187.662 186.794 -8.90458
185.745 -122.147 -72.3059
-192.065 184.807 -4.56353
-239.995 102.111 64.4517
-199.787 179.877 -19.5475
469.074 -394.863 12.4082
467.285 -389.614 15.9912
127.214 -77.977 -113.573
-70.9468 143.27 -143.854
-56.275 144.063 -142.527
-202.288 181.475 -35.3984
432.354 -349.325 34.047
-57.2585 142.405 -142.426
-56.981 144.249 -142.08
-195.565 186.787 -55.844
-190.589 184.334 -8.11184
-258.6 157.225 135.811
-261.894 80.3283 66.8301
-260.19 159.187 125.225
251.998 -199.168 6.08157
-207.708 182.008 44.6851
-205.426 181.944 -44.3695
-191.339 183.409 -5.50254
266.117 -239.363 37.9052
-192.43 183.166 -4.03285
-195.296 181.187 -9.78076
37.8951 10.0585 -137.219
-262.569 142.169 182.259
-314.035 124.481 133.337
-266.534 170.058 125.772
-258.296 167.032 132.666
-290.782 99.0464 129.694
67.5052 -11.7682 -136.263
-198.786 180.414 -10.0823
-192.138 183.021 -5.78343
-200.123 184.474 -49.0141
-188.542 183.871 -8.40847
46.1724 4.2777 -136.905
-185.599 182.64 -5.90002
-67.0532 147.314 -148.206
