-2820.27 -682.844 3481.44
-2698.78 -694.15 3597.05
-2798.69 -692.19 3501.94
-3044.29 -654.509 1424.46
2265.18 463.64 -2473.62
-2758.94 -693.857 3533.49
-2835.53 -685.059 3465.96
-2621.48 -635.772 3555
2313.29 378.379 -2387.86
2310.99 382.023 -2443.83
2309.23 681.342 -2651.08
-2764.27 -708.724 3424.99
-2623.47 -625.319 3554.45
2301.95 522.194 -2357.47
-2740.09 -685.454 3591.54
-3044.29 -649.634 1421.84
-2650.18 -622.648 3574.92
-2676.78 -658.272 3593.23
-2623.55 -636.322 3554.15
2279.64 459.893 -2454.45
2302.06 384.119 -2381.6
-2624.77 -631.007 3548.19
-2840.67 -692.401 3457.72
2299.43 509.087 -2344.34
-2785.8 -690.255 3511.25
2314.12 644.252 -2572.54
-2623.53 -621.901 3553.63
2311.29 767.74 -2803.25
-2676.48 -657.081 3590.38
2282.09 448.372 -2457.49
-2677.82 -670.697 3597.38
2301.9 521.976 -2356.43
2277.04 436.615 -2483.96
-2753.4 -696.316 3560.9
2309.85 382.729 -2441.3
-2750.73 -692.512 3540.02
2312.01 546.885 -2429.74
2292.05 419.033 -2494.77
-2746.95 -702.361 3415.49
2280.81 471.614 -2454.28
2300.2 387.01 -2461.31
2262.05 464.849 -2475.14
-2759.75 -706.173 3426.48
2310.37 769.646 -2805.61
2300.99 518.86 -2353.9
-2843.98 -703.325 3448.59
-2700.56 -694.58 3590.81
2302.69 522.752 -2357.25
2313.13 644.536 -2576.45
-2749.17 -703.196 3420.62
2308.95 660.945 -2605.55
2306.91 686.998 -2659.29
-3043.96 -661.434 1416.26
2294.56 420.039 -2494.68
2308 665.108 -2616.21
2312 381.146 -2424.06
-3044.87 -654.811 1425.92
-2675.67 -656.604 3588.39
2307.41 663.722 -2616.21
-2785.84 -689.921 3511.85
2263.98 465.668 -2476.87
-2725.36 -685.624 3598.39
-2830.91 -719.251 3433.45
-3045.31 -660.359 1408.23
2299.65 488.467 -2331.98
-2650.98 -619.872 3575.98
-2741.92 -684.271 3590.16
